location,month,year,water_usage
834,10,2012,2992
836,10,2012,5984
838,10,2012,4488
840,10,2012,3740
842,10,2012,2244
844,10,2012,4488
846,10,2012,748
848,10,2012,7480
850,10,2012,748
852,10,2012,0
856,10,2012,7480
858,10,2012,0
860,10,2012,5236
870,10,2012,3740
872,10,2012,4488
874,10,2012,2992
876,10,2012,3740
878,10,2012,2244
880,10,2012,2992
884,10,2012,4488
886,10,2012,7480
890,10,2012,2992
892,10,2012,3740
894,10,2012,5236
896,10,2012,748
898,10,2012,3740
900,10,2012,6732
902,10,2012,1496
904,10,2012,4488
906,10,2012,4488
908,10,2012,1496
910,10,2012,748
912,10,2012,2244
914,10,2012,2244
916,10,2012,0
918,10,2012,1496
920,10,2012,3740
922,10,2012,2992
924,10,2012,2244
926,10,2012,2244
928,10,2012,3740
930,10,2012,4488
932,10,2012,2992
940,10,2012,2244
942,10,2012,2992
944,10,2012,6732
946,10,2012,748
948,10,2012,2244
950,10,2012,3740
952,10,2012,1496
954,10,2012,3740
956,10,2012,5984
958,10,2012,2244
960,10,2012,11968
962,10,2012,5236
964,10,2012,8228
966,10,2012,8976
968,10,2012,2244
970,10,2012,0
972,10,2012,16456
974,10,2012,2244
976,10,2012,11220
978,10,2012,748
980,10,2012,2992
982,10,2012,3740
984,10,2012,6732
990,10,2012,8976
996,10,2012,7480
998,10,2012,1496
1000,10,2012,748
1002,10,2012,748
1004,10,2012,3740
1006,10,2012,4488
1008,10,2012,2244
1010,10,2012,3740
1016,10,2012,1496
1018,10,2012,748
1020,10,2012,1496
1022,10,2012,1496
1024,10,2012,1496
1026,10,2012,1496
1028,10,2012,4488
1030,10,2012,3740
1032,10,2012,2244
1034,10,2012,3740
1036,10,2012,5984
1038,10,2012,7480
1040,10,2012,2992
1042,10,2012,2244
1044,10,2012,2992
1046,10,2012,1496
1048,10,2012,6732
1050,10,2012,2992
1052,10,2012,3740
1054,10,2012,2992
1056,10,2012,2992
1058,10,2012,1496
1060,10,2012,2992
1062,10,2012,2992
1064,10,2012,2992
1066,10,2012,1496
1068,10,2012,3740
1070,10,2012,4488
1078,10,2012,4488
1080,10,2012,5236
1084,10,2012,3740
1100,10,2012,2244
1102,10,2012,2992
1104,10,2012,2992
1106,10,2012,8976
1108,10,2012,2992
1110,10,2012,12716
1112,10,2012,3740
1114,10,2012,5236
1120,10,2012,8228
1122,10,2012,1496
1124,10,2012,7480
1126,10,2012,2992
1128,10,2012,5236
1130,10,2012,9724
1134,10,2012,6732
1136,10,2012,6732
1138,10,2012,4488
1140,10,2012,7480
1142,10,2012,10472
1144,10,2012,5984
1146,10,2012,2244
1148,10,2012,6732
1150,10,2012,2992
1152,10,2012,6732
1154,10,2012,5984
1156,10,2012,0
1158,10,2012,4488
1160,10,2012,5236
1162,10,2012,3740
1164,10,2012,2244
1168,10,2012,7480
1170,10,2012,7480
1172,10,2012,1496
1174,10,2012,6732
1176,10,2012,8976
1178,10,2012,2244
1180,10,2012,2992
1182,10,2012,4488
1188,10,2012,4488
1190,10,2012,748
1192,10,2012,1496
1194,10,2012,3740
1196,10,2012,4488
1198,10,2012,5236
1200,10,2012,2244
1202,10,2012,2992
1204,10,2012,1496
1206,10,2012,2992
1208,10,2012,2992
1210,10,2012,2244
1212,10,2012,6732
1214,10,2012,1496
1216,10,2012,2992
1218,10,2012,2244
1220,10,2012,0
1222,10,2012,1496
1224,10,2012,2992
1226,10,2012,3740
1228,10,2012,2244
1230,10,2012,2992
1232,10,2012,2992
1234,10,2012,5236
1236,10,2012,2992
1238,10,2012,7480
1240,10,2012,2244
1242,10,2012,0
1244,10,2012,3740
1246,10,2012,2992
1248,10,2012,4488
1250,10,2012,3740
1252,10,2012,17204
1254,10,2012,9724
1256,10,2012,12716
1258,10,2012,2992
1260,10,2012,5236
1262,10,2012,2992
1264,10,2012,9724
1266,10,2012,4488
1268,10,2012,9724
1270,10,2012,3740
1272,10,2012,6732
1274,10,2012,0
1276,10,2012,748
1278,10,2012,748
1280,10,2012,2992
1282,10,2012,748
1284,10,2012,748
1286,10,2012,2992
1288,10,2012,1496
1290,10,2012,2244
1298,10,2012,9724
1300,10,2012,4488
1302,10,2012,6732
1304,10,2012,8976
1306,10,2012,2244
1308,10,2012,2244
1310,10,2012,2992
1312,10,2012,3740
1314,10,2012,3740
1316,10,2012,1496
1318,10,2012,1496
1320,10,2012,10472
1322,10,2012,2244
1324,10,2012,2992
1332,10,2012,8228
1334,10,2012,748
1336,10,2012,2244
1338,10,2012,5236
1340,10,2012,3740
1342,10,2012,6732
1344,10,2012,2244
1346,10,2012,5984
1348,10,2012,2244
1350,10,2012,2992
1352,10,2012,1496
1354,10,2012,3740
1356,10,2012,4488
1360,10,2012,2992
1362,10,2012,748
1364,10,2012,2992
1366,10,2012,1496
1368,10,2012,4488
1370,10,2012,1496
1374,10,2012,0
1376,10,2012,4488
1378,10,2012,4488
1380,10,2012,3740
1382,10,2012,5236
1384,10,2012,5236
1386,10,2012,3740
1388,10,2012,17204
1390,10,2012,8228
1392,10,2012,1496
1394,10,2012,17952
1396,10,2012,4488
1398,10,2012,2992
1400,10,2012,2244
1402,10,2012,2244
1404,10,2012,2992
1406,10,2012,10472
1408,10,2012,5236
1410,10,2012,9724
1412,10,2012,5236
1414,10,2012,10472
1416,10,2012,6732
1418,10,2012,1496
1432,10,2012,1496
1434,10,2012,2992
1436,10,2012,2992
1438,10,2012,7480
1440,10,2012,17204
1442,10,2012,12716
1444,10,2012,2992
1446,10,2012,8228
1448,10,2012,0
1458,10,2012,8976
1460,10,2012,748
1462,10,2012,6732
1464,10,2012,2992
1466,10,2012,5236
1468,10,2012,1496
1470,10,2012,1496
1472,10,2012,1496
1474,10,2012,4488
1478,10,2012,5984
1480,10,2012,1496
1482,10,2012,7480
1486,10,2012,5984
1488,10,2012,2244
1492,10,2012,8228
1494,10,2012,1496
1498,10,2012,4488
1500,10,2012,2244
1502,10,2012,7480
1504,10,2012,8976
1506,10,2012,1496
1508,10,2012,3740
1510,10,2012,6732
1512,10,2012,11968
1514,10,2012,2244
1516,10,2012,3740
1518,10,2012,3740
1520,10,2012,5984
1522,10,2012,2244
1526,10,2012,9724
1528,10,2012,1496
1530,10,2012,6732
1532,10,2012,0
1534,10,2012,5984
1536,10,2012,4488
1538,10,2012,0
1540,10,2012,748
1542,10,2012,5236
1544,10,2012,2244
1546,10,2012,4488
1548,10,2012,2244
1550,10,2012,2992
1552,10,2012,3740
1554,10,2012,9724
1556,10,2012,2992
1558,10,2012,748
1560,10,2012,2992
1566,10,2012,2244
1568,10,2012,5236
1570,10,2012,4488
1572,10,2012,2992
1574,10,2012,7480
1576,10,2012,2992
1578,10,2012,1496
1580,10,2012,748
1582,10,2012,4488
1592,10,2012,2244
1594,10,2012,2244
1596,10,2012,2244
1598,10,2012,5236
1600,10,2012,5236
1602,10,2012,5984
1604,10,2012,3740
1606,10,2012,5236
1608,10,2012,11968
1610,10,2012,4488
1612,10,2012,2244
1614,10,2012,1496
1616,10,2012,2992
1618,10,2012,5236
1620,10,2012,2992
1624,10,2012,2992
1626,10,2012,2244
1628,10,2012,748
1630,10,2012,3740
1638,10,2012,2244
1640,10,2012,5236
1642,10,2012,2992
1644,10,2012,748
1646,10,2012,1496
1648,10,2012,1496
1650,10,2012,1496
1652,10,2012,2244
1654,10,2012,4488
1658,10,2012,2244
1662,10,2012,748
1664,10,2012,10472
1666,10,2012,748
1668,10,2012,5236
1670,10,2012,2244
1672,10,2012,2244
1676,10,2012,2992
1680,10,2012,1496
1682,10,2012,4488
1688,10,2012,5236
1692,10,2012,4488
1694,10,2012,5984
1696,10,2012,5984
1698,10,2012,7480
1700,10,2012,3740
1702,10,2012,1496
1704,10,2012,5236
1706,10,2012,3740
1708,10,2012,2992
1710,10,2012,2244
1712,10,2012,4488
1714,10,2012,2244
1716,10,2012,748
1718,10,2012,1496
1720,10,2012,3740
1722,10,2012,2992
1724,10,2012,4488
1726,10,2012,3740
1728,10,2012,1496
1730,10,2012,8228
1732,10,2012,4488
1734,10,2012,748
1736,10,2012,7480
1738,10,2012,2244
1740,10,2012,2244
1742,10,2012,5984
1744,10,2012,1496
1746,10,2012,748
1748,10,2012,748
1750,10,2012,0
1752,10,2012,2244
1754,10,2012,2244
1756,10,2012,4488
1758,10,2012,1496
1760,10,2012,3740
1762,10,2012,7480
1764,10,2012,4488
1766,10,2012,748
1768,10,2012,1496
1770,10,2012,5984
1772,10,2012,2244
1774,10,2012,2992
1776,10,2012,2244
1778,10,2012,1496
1780,10,2012,2992
1782,10,2012,748
1784,10,2012,5236
1786,10,2012,1496
1788,10,2012,1496
1790,10,2012,4488
1792,10,2012,5984
1794,10,2012,4488
1796,10,2012,2244
1798,10,2012,2244
1800,10,2012,11220
1802,10,2012,8228
1804,10,2012,2992
1806,10,2012,17204
1808,10,2012,2244
1810,10,2012,8228
1812,10,2012,0
1814,10,2012,1496
1816,10,2012,9724
1818,10,2012,1496
1820,10,2012,5236
1822,10,2012,1496
1824,10,2012,2992
1826,10,2012,2992
1830,10,2012,5236
1832,10,2012,0
1834,10,2012,2992
1836,10,2012,2244
1838,10,2012,8228
1840,10,2012,12716
1842,10,2012,2992
1846,10,2012,41888
1848,10,2012,2992
1852,10,2012,2992
1854,10,2012,25432
1856,10,2012,2992
1866,10,2012,3740
1868,10,2012,1496
1870,10,2012,6732
1872,10,2012,1496
1874,10,2012,7480
1876,10,2012,5236
1878,10,2012,748
1880,10,2012,748
1884,10,2012,4488
1886,10,2012,20196
1888,10,2012,5984
1890,10,2012,4488
1892,10,2012,24684
1894,10,2012,0
1896,10,2012,1496
1898,10,2012,2244
1900,10,2012,1496
1902,10,2012,1496
1904,10,2012,2992
1906,10,2012,3740
1908,10,2012,3740
1910,10,2012,5984
1912,10,2012,4488
1914,10,2012,748
1916,10,2012,4488
1918,10,2012,4488
1920,10,2012,3740
1922,10,2012,4488
1924,10,2012,4488
1926,10,2012,3740
1928,10,2012,2992
1930,10,2012,2244
1932,10,2012,2244
1934,10,2012,6732
1936,10,2012,4488
1938,10,2012,4488
1940,10,2012,1496
1942,10,2012,5984
1944,10,2012,7480
1946,10,2012,748
1948,10,2012,2992
1950,10,2012,2992
1952,10,2012,3740
1954,10,2012,3740
1956,10,2012,4488
1958,10,2012,2992
1960,10,2012,8228
1962,10,2012,2992
1964,10,2012,5984
1966,10,2012,1496
1968,10,2012,8228
1970,10,2012,2992
1972,10,2012,2992
1974,10,2012,3740
1976,10,2012,2244
1978,10,2012,7480
1980,10,2012,5236
1982,10,2012,1496
1984,10,2012,6732
1986,10,2012,4488
1988,10,2012,748
1990,10,2012,1496
1992,10,2012,4488
1994,10,2012,5236
1996,10,2012,1496
1998,10,2012,2244
2000,10,2012,2992
2002,10,2012,5236
2004,10,2012,1496
2006,10,2012,5236
2008,10,2012,748
2010,10,2012,6732
2012,10,2012,2244
2014,10,2012,1496
2016,10,2012,0
2018,10,2012,2992
2022,10,2012,3740
2024,10,2012,5236
2026,10,2012,8976
2028,10,2012,3740
2030,10,2012,8228
2032,10,2012,14960
2034,10,2012,5236
2036,10,2012,2992
2038,10,2012,5984
2040,10,2012,748
2042,10,2012,8228
2044,10,2012,4488
2046,10,2012,5984
2048,10,2012,3740
2050,10,2012,4488
2052,10,2012,7480
2054,10,2012,1496
2056,10,2012,2992
2058,10,2012,6732
2060,10,2012,2992
2062,10,2012,4488
2064,10,2012,0
2066,10,2012,0
2068,10,2012,5984
2070,10,2012,2992
2072,10,2012,6732
2074,10,2012,2992
2076,10,2012,1496
2078,10,2012,5236
2080,10,2012,5236
2082,10,2012,1496
2084,10,2012,2992
2086,10,2012,2244
2088,10,2012,2992
2090,10,2012,3740
2096,10,2012,2244
2098,10,2012,5984
2100,10,2012,15708
2102,10,2012,2244
2106,10,2012,5236
2108,10,2012,1496
2110,10,2012,1496
2112,10,2012,1496
2114,10,2012,3740
2116,10,2012,2244
2118,10,2012,748
2120,10,2012,2244
2122,10,2012,4488
2124,10,2012,11220
2126,10,2012,3740
2128,10,2012,4488
2130,10,2012,1496
2132,10,2012,5236
2134,10,2012,2244
2136,10,2012,1496
2138,10,2012,2244
2140,10,2012,748
2142,10,2012,2244
2144,10,2012,748
2146,10,2012,2244
2148,10,2012,5236
2150,10,2012,3740
2152,10,2012,2992
2154,10,2012,4488
2156,10,2012,0
2158,10,2012,4488
2160,10,2012,11220
2162,10,2012,748
2164,10,2012,2244
2166,10,2012,20196
2168,10,2012,4488
2170,10,2012,5236
2172,10,2012,1496
2178,10,2012,748
2180,10,2012,6732
2182,10,2012,2244
2184,10,2012,1496
2186,10,2012,3740
2188,10,2012,0
2190,10,2012,2244
2192,10,2012,4488
2194,10,2012,5984
2196,10,2012,5236
2198,10,2012,5984
2200,10,2012,9724
2202,10,2012,3740
2204,10,2012,5236
2206,10,2012,2992
2208,10,2012,2244
2210,10,2012,2244
2212,10,2012,3740
2214,10,2012,3740
2216,10,2012,2244
2218,10,2012,748
2222,10,2012,3740
2224,10,2012,3740
2226,10,2012,4488
2228,10,2012,748
2230,10,2012,17204
2232,10,2012,2244
2234,10,2012,2992
2236,10,2012,2244
2238,10,2012,2244
2240,10,2012,3740
2242,10,2012,2244
2244,10,2012,2992
2246,10,2012,3740
2248,10,2012,0
2250,10,2012,748
2252,10,2012,9724
2254,10,2012,2244
2256,10,2012,2992
2258,10,2012,1496
2260,10,2012,1496
2262,10,2012,7480
2264,10,2012,748
2266,10,2012,2244
2268,10,2012,1496
2270,10,2012,2244
2272,10,2012,4488
2278,10,2012,3740
2280,10,2012,1496
2282,10,2012,1496
2284,10,2012,3740
2286,10,2012,8228
2288,10,2012,1496
2290,10,2012,0
2292,10,2012,748
2306,10,2012,4488
2308,10,2012,5236
2310,10,2012,3740
2316,10,2012,6732
2326,10,2012,2992
2328,10,2012,748
2330,10,2012,5236
2332,10,2012,1496
2334,10,2012,2244
2336,10,2012,2244
2338,10,2012,4488
2340,10,2012,1496
2342,10,2012,5984
2344,10,2012,3740
2346,10,2012,3740
2348,10,2012,3740
2354,10,2012,748
2356,10,2012,2244
2358,10,2012,8976
2360,10,2012,1496
2368,10,2012,3740
2370,10,2012,11220
2372,10,2012,6732
2374,10,2012,2244
2376,10,2012,1496
2378,10,2012,2244
2380,10,2012,748
2382,10,2012,3740
2384,10,2012,748
2386,10,2012,2992
2388,10,2012,2244
2390,10,2012,7480
2402,10,2012,748
2404,10,2012,5236
2406,10,2012,0
2408,10,2012,5236
2410,10,2012,2992
2412,10,2012,7480
2414,10,2012,748
2416,10,2012,5236
2418,10,2012,2244
2420,10,2012,4488
2422,10,2012,16456
2424,10,2012,2244
2426,10,2012,2244
2428,10,2012,2992
2430,10,2012,3740
2432,10,2012,2244
2434,10,2012,0
2436,10,2012,4488
2440,10,2012,1496
2448,10,2012,2244
2450,10,2012,5236
2452,10,2012,2244
2454,10,2012,14960
2456,10,2012,2244
2458,10,2012,1496
2460,10,2012,2244
2462,10,2012,2244
2464,10,2012,49368
2466,10,2012,2244
2468,10,2012,1496
2470,10,2012,3740
2472,10,2012,4488
2474,10,2012,748
2476,10,2012,4488
2478,10,2012,4488
2480,10,2012,2244
2482,10,2012,7480
2484,10,2012,7480
2486,10,2012,5984
2488,10,2012,8228
2490,10,2012,2244
2492,10,2012,2244
2494,10,2012,1496
2496,10,2012,3740
2498,10,2012,5984
2500,10,2012,2992
2502,10,2012,8976
2504,10,2012,2244
2506,10,2012,2992
2508,10,2012,2244
2510,10,2012,1496
2512,10,2012,748
2514,10,2012,3740
2516,10,2012,748
2518,10,2012,0
2520,10,2012,0
2522,10,2012,1496
2524,10,2012,2992
2526,10,2012,5984
2528,10,2012,2992
2534,10,2012,3740
2536,10,2012,748
2538,10,2012,1496
2540,10,2012,0
2542,10,2012,748
2544,10,2012,1496
2546,10,2012,8228
2548,10,2012,2244
2550,10,2012,1496
2552,10,2012,1496
2554,10,2012,1496
2556,10,2012,3740
2558,10,2012,2244
2560,10,2012,2992
2562,10,2012,3740
2564,10,2012,3740
2566,10,2012,7480
2568,10,2012,2244
2570,10,2012,3740
2576,10,2012,2244
2580,10,2012,5984
2582,10,2012,1496
2584,10,2012,1496
2586,10,2012,5236
2588,10,2012,2244
2590,10,2012,2244
2592,10,2012,3740
2594,10,2012,748
2596,10,2012,2244
2598,10,2012,0
2600,10,2012,7480
2602,10,2012,748
2604,10,2012,2992
2606,10,2012,12716
2608,10,2012,1496
2610,10,2012,3740
2616,10,2012,2992
2618,10,2012,2244
2620,10,2012,2244
2622,10,2012,1496
2624,10,2012,2992
2628,10,2012,1496
2630,10,2012,5236
2632,10,2012,4488
2634,10,2012,2244
2636,10,2012,748
2638,10,2012,0
2640,10,2012,7480
2646,10,2012,1496
2648,10,2012,2244
2650,10,2012,2244
2652,10,2012,1496
2654,10,2012,1496
2656,10,2012,6732
2658,10,2012,2244
2660,10,2012,748
2662,10,2012,748
2664,10,2012,2244
2666,10,2012,1496
2668,10,2012,748
2670,10,2012,1496
2672,10,2012,748
2674,10,2012,748
2676,10,2012,10472
2678,10,2012,1496
2680,10,2012,1496
2682,10,2012,3740
2684,10,2012,2992
2686,10,2012,2244
2688,10,2012,3740
2690,10,2012,3740
2692,10,2012,57596
2696,10,2012,2244
2698,10,2012,2244
2700,10,2012,2244
2702,10,2012,1496
2708,10,2012,4488
2710,10,2012,1496
2712,10,2012,2244
2714,10,2012,2992
2716,10,2012,1496
2718,10,2012,2992
2720,10,2012,748
2722,10,2012,2244
2724,10,2012,2244
2726,10,2012,3740
2838,10,2012,2244
2840,10,2012,1496
2842,10,2012,2244
2844,10,2012,748
2846,10,2012,1496
2848,10,2012,748
2850,10,2012,1496
2852,10,2012,5236
2854,10,2012,0
2860,10,2012,1496
2862,10,2012,2992
2864,10,2012,2244
2866,10,2012,3740
2868,10,2012,2244
2870,10,2012,1496
2872,10,2012,1496
2874,10,2012,5236
2876,10,2012,2992
2878,10,2012,2244
2880,10,2012,6732
2882,10,2012,2992
2884,10,2012,1496
2886,10,2012,1496
2894,10,2012,2244
2896,10,2012,748
2898,10,2012,4488
2900,10,2012,1496
2902,10,2012,2992
2904,10,2012,4488
2906,10,2012,2244
2908,10,2012,2992
2910,10,2012,748
2912,10,2012,2244
2914,10,2012,1496
2916,10,2012,8976
2918,10,2012,3740
2920,10,2012,3740
2922,10,2012,4488
2924,10,2012,2244
2928,10,2012,2244
2930,10,2012,7480
2932,10,2012,1496
2934,10,2012,3740
2936,10,2012,2992
2938,10,2012,2992
2940,10,2012,2244
2942,10,2012,3740
2944,10,2012,1496
2946,10,2012,2244
2948,10,2012,3740
2950,10,2012,3740
2952,10,2012,2992
2954,10,2012,3740
2956,10,2012,1496
2958,10,2012,2992
2960,10,2012,4488
2962,10,2012,2992
2964,10,2012,4488
2966,10,2012,8976
2968,10,2012,3740
2970,10,2012,3740
2972,10,2012,7480
2974,10,2012,2244
2976,10,2012,2992
2978,10,2012,7480
2980,10,2012,3740
2982,10,2012,2992
2984,10,2012,4488
2988,10,2012,5236
2990,10,2012,2992
2992,10,2012,1496
2994,10,2012,748
2996,10,2012,17204
2998,10,2012,2244
3000,10,2012,5984
3002,10,2012,3740
3004,10,2012,6732
3006,10,2012,2244
3008,10,2012,5236
3010,10,2012,5236
3012,10,2012,3740
3014,10,2012,4488
3016,10,2012,4488
3018,10,2012,0
3020,10,2012,748
3022,10,2012,4488
3024,10,2012,2244
3026,10,2012,3740
3028,10,2012,1496
3030,10,2012,5984
3032,10,2012,8228
3034,10,2012,7480
3036,10,2012,5984
3038,10,2012,11220
3040,10,2012,6732
3042,10,2012,1496
3044,10,2012,748
3046,10,2012,2244
3048,10,2012,748
3050,10,2012,2244
3052,10,2012,2244
3054,10,2012,7480
3056,10,2012,1496
3058,10,2012,3740
3060,10,2012,3740
3062,10,2012,2992
3064,10,2012,748
3066,10,2012,3740
3068,10,2012,748
3070,10,2012,0
3072,10,2012,5984
3074,10,2012,3740
3076,10,2012,0
3078,10,2012,1496
3080,10,2012,6732
3082,10,2012,2992
3084,10,2012,5984
3086,10,2012,7480
3088,10,2012,1496
3090,10,2012,2244
3092,10,2012,4488
3094,10,2012,5984
3096,10,2012,6732
3098,10,2012,1496
3100,10,2012,5236
3158,10,2012,8976
3160,10,2012,5236
3162,10,2012,4488
3164,10,2012,2244
3166,10,2012,2244
3168,10,2012,2244
3170,10,2012,17204
3172,10,2012,2244
3174,10,2012,2244
3176,10,2012,3740
3178,10,2012,4488
3180,10,2012,5984
3182,10,2012,5236
3184,10,2012,5236
3186,10,2012,31416
3188,10,2012,3740
3190,10,2012,5236
3192,10,2012,13464
3194,10,2012,5984
3196,10,2012,4488
3198,10,2012,2992
3200,10,2012,2244
3202,10,2012,11220
3204,10,2012,20944
3206,10,2012,2244
3208,10,2012,5984
3210,10,2012,8976
3212,10,2012,3740
3214,10,2012,1496
3216,10,2012,1496
3218,10,2012,2992
3220,10,2012,5236
3222,10,2012,2244
3224,10,2012,5236
3226,10,2012,4488
3228,10,2012,0
3230,10,2012,2992
3232,10,2012,2992
3234,10,2012,5236
3236,10,2012,2992
3238,10,2012,1496
3240,10,2012,5984
3242,10,2012,1496
3244,10,2012,15708
3246,10,2012,3740
3248,10,2012,5236
3250,10,2012,5236
3252,10,2012,1496
3254,10,2012,3740
3256,10,2012,2244
3258,10,2012,748
3260,10,2012,4488
3262,10,2012,2992
3264,10,2012,2244
3268,10,2012,2244
3270,10,2012,5984
3272,10,2012,5236
3274,10,2012,2992
3276,10,2012,4488
3278,10,2012,3740
3280,10,2012,748
3282,10,2012,3740
3284,10,2012,748
3286,10,2012,2244
3288,10,2012,4488
3290,10,2012,748
3292,10,2012,5984
3294,10,2012,2992
3296,10,2012,4488
3298,10,2012,3740
3300,10,2012,2244
3302,10,2012,6732
3304,10,2012,5984
3306,10,2012,23188
3308,10,2012,5984
3310,10,2012,2244
3312,10,2012,748
3314,10,2012,2992
3316,10,2012,2992
3318,10,2012,5984
3320,10,2012,4488
3322,10,2012,8228
3324,10,2012,748
3326,10,2012,748
3328,10,2012,1496
3330,10,2012,748
3332,10,2012,1496
3334,10,2012,2244
3336,10,2012,4488
3338,10,2012,8228
3342,10,2012,748
3348,10,2012,7480
3350,10,2012,13464
3352,10,2012,2992
3354,10,2012,3740
3356,10,2012,748
3358,10,2012,1496
3360,10,2012,4488
3362,10,2012,3740
3364,10,2012,4488
3366,10,2012,2992
3368,10,2012,2992
3370,10,2012,3740
3372,10,2012,2244
3374,10,2012,748
3376,10,2012,748
3378,10,2012,5236
3380,10,2012,1496
3382,10,2012,3740
3384,10,2012,3740
3386,10,2012,3740
3388,10,2012,7480
3390,10,2012,8228
3392,10,2012,5236
3394,10,2012,2992
3396,10,2012,7480
3398,10,2012,5236
3400,10,2012,4488
3402,10,2012,10472
3404,10,2012,2992
3406,10,2012,8228
3408,10,2012,2244
3410,10,2012,3740
3412,10,2012,3740
3414,10,2012,2992
3416,10,2012,7480
3418,10,2012,4488
3420,10,2012,5236
3422,10,2012,3740
3424,10,2012,748
3426,10,2012,5236
3428,10,2012,2992
3430,10,2012,2244
3432,10,2012,4488
3434,10,2012,748
3436,10,2012,3740
3438,10,2012,1496
3440,10,2012,3740
3442,10,2012,4488
3444,10,2012,3740
3446,10,2012,2244
3448,10,2012,748
3450,10,2012,1496
3452,10,2012,1496
3454,10,2012,3740
3456,10,2012,7480
3458,10,2012,2244
3460,10,2012,3740
3462,10,2012,2992
3464,10,2012,21692
3466,10,2012,2244
3468,10,2012,4488
3470,10,2012,6732
3472,10,2012,9724
3480,10,2012,9724
3482,10,2012,2992
3484,10,2012,2992
3486,10,2012,1496
3488,10,2012,1496
3490,10,2012,8976
3492,10,2012,4488
3494,10,2012,1496
3496,10,2012,748
3498,10,2012,2244
3500,10,2012,2992
3502,10,2012,5236
3504,10,2012,2992
3506,10,2012,748
3508,10,2012,2992
3510,10,2012,2992
3512,10,2012,2992
3514,10,2012,2244
3516,10,2012,1496
3518,10,2012,17952
3520,10,2012,5236
3522,10,2012,2244
3524,10,2012,1496
3526,10,2012,2992
3528,10,2012,2244
3530,10,2012,4488
3532,10,2012,3740
3534,10,2012,4488
3536,10,2012,2992
3538,10,2012,11220
3540,10,2012,9724
3542,10,2012,24684
3544,10,2012,1496
3546,10,2012,17204
3550,10,2012,6732
3552,10,2012,7480
3554,10,2012,8228
3556,10,2012,16456
3558,10,2012,4488
3560,10,2012,8228
3562,10,2012,2992
3572,10,2012,3740
3574,10,2012,3740
3576,10,2012,8228
3578,10,2012,3740
3580,10,2012,5984
3582,10,2012,0
3584,10,2012,0
3586,10,2012,3740
3588,10,2012,2992
3590,10,2012,5984
3592,10,2012,5984
3594,10,2012,11968
3598,10,2012,15708
3600,10,2012,11220
3604,10,2012,8228
3606,10,2012,4488
3608,10,2012,6732
3610,10,2012,6732
3612,10,2012,1496
3614,10,2012,4488
3616,10,2012,6732
3618,10,2012,7480
3620,10,2012,2244
3622,10,2012,4488
3624,10,2012,1496
3626,10,2012,6732
3630,10,2012,4488
3638,10,2012,7480
3640,10,2012,2992
3642,10,2012,13464
3644,10,2012,8976
3646,10,2012,3740
