location,month,year,water_usage
139226,10,2012,2992
139228,10,2012,2992
139230,10,2012,748
139232,10,2012,1496
139240,10,2012,2244
139250,10,2012,11220
139258,10,2012,748
139260,10,2012,748
139262,10,2012,1496
139264,10,2012,1496
139266,10,2012,2244
139268,10,2012,2244
139352,10,2012,748
139354,10,2012,11968
139360,10,2012,5236
139362,10,2012,5236
139402,10,2012,2992
139406,10,2012,3740
139410,10,2012,4488
139584,10,2012,3740
139586,10,2012,2992
139756,10,2012,5236
139760,10,2012,3740
139770,10,2012,10472
139868,10,2012,7480
139870,10,2012,5984
139872,10,2012,5236
139874,10,2012,5236
139876,10,2012,4488
139878,10,2012,5236
139880,10,2012,4488
139882,10,2012,4488
139884,10,2012,5984
139886,10,2012,5236
139970,10,2012,5236
139972,10,2012,4488
139974,10,2012,5984
139976,10,2012,4488
139978,10,2012,6732
139980,10,2012,7480
139982,10,2012,4488
139984,10,2012,5984
139986,10,2012,5236
139988,10,2012,3740
139990,10,2012,8228
139992,10,2012,4488
139994,10,2012,5236
139996,10,2012,5236
139998,10,2012,4488
140000,10,2012,3740
140002,10,2012,3740
140004,10,2012,11968
140006,10,2012,4488
140008,10,2012,3740
140010,10,2012,3740
140012,10,2012,3740
140014,10,2012,5984
140016,10,2012,3740
140018,10,2012,3740
140020,10,2012,3740
140022,10,2012,5984
140024,10,2012,4488
140026,10,2012,0
140028,10,2012,5984
140030,10,2012,5984
140032,10,2012,5236
140034,10,2012,5984
140036,10,2012,3740
140038,10,2012,4488
140040,10,2012,5236
140042,10,2012,4488
140044,10,2012,5236
140046,10,2012,3740
140048,10,2012,3740
140050,10,2012,4488
140052,10,2012,3740
140054,10,2012,5236
140056,10,2012,2992
140058,10,2012,4488
140060,10,2012,4488
140062,10,2012,4488
140064,10,2012,6732
140066,10,2012,3740
140068,10,2012,3740
140070,10,2012,3740
140072,10,2012,3740
140074,10,2012,3740
140076,10,2012,5236
140078,10,2012,2992
140080,10,2012,2992
140082,10,2012,4488
140084,10,2012,3740
140086,10,2012,2244
140088,10,2012,7480
140090,10,2012,5984
140092,10,2012,748
140094,10,2012,5236
140096,10,2012,4488
140098,10,2012,4488
140100,10,2012,4488
140102,10,2012,3740
140104,10,2012,5236
140106,10,2012,3740
140190,10,2012,1496
140192,10,2012,2244
140194,10,2012,1496
140198,10,2012,2992
140206,10,2012,3740
140208,10,2012,3740
140210,10,2012,2992
140212,10,2012,2244
140214,10,2012,2992
140216,10,2012,5236
140218,10,2012,4488
140220,10,2012,2244
140222,10,2012,5984
140224,10,2012,0
140226,10,2012,5984
140228,10,2012,5984
140230,10,2012,3740
140232,10,2012,2992
140234,10,2012,5236
140236,10,2012,5984
140238,10,2012,3740
140240,10,2012,5236
140274,10,2012,5984
140288,10,2012,2992
140290,10,2012,2992
140292,10,2012,2244
140294,10,2012,4488
140302,10,2012,5236
140332,10,2012,4488
140334,10,2012,5984
140356,10,2012,5236
140378,10,2012,6732
140380,10,2012,2244
140382,10,2012,3740
140384,10,2012,7480
140386,10,2012,2992
140388,10,2012,3740
140402,10,2012,2244
140404,10,2012,1496
140406,10,2012,0
140408,10,2012,0
140624,10,2012,8228
140628,10,2012,1496
140630,10,2012,3740
140632,10,2012,3740
140634,10,2012,7480
140636,10,2012,5984
140638,10,2012,2244
140640,10,2012,2244
140642,10,2012,3740
140644,10,2012,3740
140646,10,2012,748
140648,10,2012,748
140650,10,2012,5984
140654,10,2012,2244
140658,10,2012,2992
140660,10,2012,1496
140666,10,2012,26180
140672,10,2012,17204
140678,10,2012,6732
140680,10,2012,748
140684,10,2012,0
140686,10,2012,14960
140688,10,2012,5236
140690,10,2012,20944
140698,10,2012,7480
140700,10,2012,17952
140702,10,2012,5236
140726,10,2012,11968
140728,10,2012,18700
140730,10,2012,14212
140732,10,2012,5236
140734,10,2012,748
140736,10,2012,16456
140738,10,2012,29172
140740,10,2012,6732
140742,10,2012,7480
140744,10,2012,31416
140746,10,2012,11220
140748,10,2012,9724
140750,10,2012,10472
140752,10,2012,9724
140756,10,2012,25432
140760,10,2012,11968
140762,10,2012,1496
140764,10,2012,8976
140766,10,2012,31416
140768,10,2012,9724
140770,10,2012,11968
140772,10,2012,7480
140774,10,2012,0
140776,10,2012,4488
140778,10,2012,11220
140780,10,2012,20944
140782,10,2012,6732
140784,10,2012,4488
140786,10,2012,5984
140792,10,2012,8228
140796,10,2012,5236
140798,10,2012,4488
140800,10,2012,4488
140802,10,2012,4488
140804,10,2012,2244
140806,10,2012,3740
140808,10,2012,4488
140810,10,2012,2992
140812,10,2012,4488
140814,10,2012,3740
140818,10,2012,2244
140820,10,2012,5236
140824,10,2012,8228
140826,10,2012,2992
140828,10,2012,5236
140830,10,2012,0
140832,10,2012,0
140836,10,2012,3740
140838,10,2012,6732
140842,10,2012,1496
140844,10,2012,5236
140846,10,2012,3740
140848,10,2012,6732
140850,10,2012,4488
140852,10,2012,3740
140854,10,2012,2992
140856,10,2012,5236
140858,10,2012,3740
140860,10,2012,4488
140862,10,2012,3740
140864,10,2012,748
140866,10,2012,1496
140868,10,2012,2244
140870,10,2012,3740
140872,10,2012,4488
140874,10,2012,4488
140876,10,2012,0
140878,10,2012,2992
140880,10,2012,0
140886,10,2012,3740
140888,10,2012,748
140890,10,2012,7480
140892,10,2012,2244
140894,10,2012,2244
140896,10,2012,3740
140898,10,2012,5984
140900,10,2012,3740
140902,10,2012,748
140904,10,2012,2244
140906,10,2012,2244
140908,10,2012,748
140910,10,2012,2244
140912,10,2012,2992
140914,10,2012,4488
140916,10,2012,1496
140918,10,2012,1496
140920,10,2012,2992
140922,10,2012,2992
140924,10,2012,2992
140926,10,2012,3740
140928,10,2012,2244
140930,10,2012,3740
140932,10,2012,2244
140934,10,2012,1496
140936,10,2012,2992
140938,10,2012,5984
140940,10,2012,10472
140942,10,2012,4488
140944,10,2012,1496
140946,10,2012,4488
140948,10,2012,5236
140950,10,2012,5984
140952,10,2012,6732
140954,10,2012,3740
140956,10,2012,0
140958,10,2012,5236
140960,10,2012,2992
140962,10,2012,2244
140964,10,2012,7480
140966,10,2012,3740
140968,10,2012,1496
140970,10,2012,1496
140972,10,2012,4488
140980,10,2012,4488
140982,10,2012,5984
140984,10,2012,2244
140992,10,2012,11968
140994,10,2012,5236
141240,10,2012,6732
141242,10,2012,3740
141244,10,2012,4488
141246,10,2012,3740
141248,10,2012,4488
141252,10,2012,2992
141254,10,2012,3740
141256,10,2012,2992
141258,10,2012,2244
141260,10,2012,2992
141262,10,2012,4488
141264,10,2012,2244
141266,10,2012,3740
141268,10,2012,4488
141270,10,2012,2244
141272,10,2012,4488
141274,10,2012,2992
141276,10,2012,5236
141278,10,2012,3740
141280,10,2012,3740
141282,10,2012,3740
141284,10,2012,2244
141286,10,2012,8228
141288,10,2012,4488
141290,10,2012,3740
141292,10,2012,3740
141294,10,2012,5236
141296,10,2012,4488
141298,10,2012,3740
141300,10,2012,2992
141302,10,2012,4488
141304,10,2012,4488
141306,10,2012,5236
141308,10,2012,4488
141310,10,2012,4488
141312,10,2012,2992
141314,10,2012,4488
141316,10,2012,2244
141318,10,2012,5236
141320,10,2012,2992
141322,10,2012,3740
141324,10,2012,2244
141326,10,2012,3740
141328,10,2012,3740
141330,10,2012,2244
141332,10,2012,4488
141334,10,2012,3740
141336,10,2012,3740
141338,10,2012,4488
141340,10,2012,5236
141342,10,2012,3740
141344,10,2012,3740
141346,10,2012,3740
141348,10,2012,3740
141350,10,2012,5984
141352,10,2012,4488
141354,10,2012,5236
141356,10,2012,2992
141358,10,2012,2992
141360,10,2012,5236
141362,10,2012,5236
141364,10,2012,5236
141366,10,2012,5984
141368,10,2012,5984
141370,10,2012,5236
141372,10,2012,3740
141374,10,2012,3740
141376,10,2012,3740
141378,10,2012,2992
141380,10,2012,4488
141386,10,2012,2992
141388,10,2012,4488
141390,10,2012,2992
141392,10,2012,4488
141394,10,2012,3740
141396,10,2012,4488
141398,10,2012,1496
141400,10,2012,5236
141402,10,2012,5984
141404,10,2012,3740
141406,10,2012,2992
141408,10,2012,2992
141410,10,2012,4488
141412,10,2012,2244
141414,10,2012,3740
141416,10,2012,3740
141432,10,2012,17952
141436,10,2012,9724
141446,10,2012,12716
141450,10,2012,13464
141466,10,2012,26180
141468,10,2012,16456
141470,10,2012,0
141474,10,2012,13464
141476,10,2012,11220
141480,10,2012,9724
141482,10,2012,5236
141488,10,2012,3740
141494,10,2012,22440
141496,10,2012,11220
141506,10,2012,10472
141512,10,2012,5984
141516,10,2012,80036
141522,10,2012,0
141524,10,2012,3740
141526,10,2012,21692
141528,10,2012,17952
141530,10,2012,8228
141536,10,2012,0
141728,10,2012,17952
141730,10,2012,4488
141732,10,2012,5984
141734,10,2012,8976
141738,10,2012,8228
141740,10,2012,4488
141742,10,2012,5236
141744,10,2012,5236
141746,10,2012,8976
141748,10,2012,8976
141750,10,2012,11968
141752,10,2012,11968
141754,10,2012,3740
141758,10,2012,3740
141760,10,2012,748
141766,10,2012,20196
141770,10,2012,38148
141780,10,2012,16456
141786,10,2012,17204
141794,10,2012,3740
141820,10,2012,20944
141822,10,2012,13464
141824,10,2012,3740
141826,10,2012,2244
141828,10,2012,3740
141830,10,2012,5236
141832,10,2012,4488
141834,10,2012,4488
141836,10,2012,4488
141838,10,2012,2992
141840,10,2012,748
141844,10,2012,3740
141846,10,2012,2244
141848,10,2012,2992
141850,10,2012,4488
141852,10,2012,748
141854,10,2012,748
141856,10,2012,2992
141858,10,2012,2992
141860,10,2012,2992
141862,10,2012,3740
141864,10,2012,2244
141866,10,2012,2244
141868,10,2012,3740
141870,10,2012,5984
141872,10,2012,1496
141874,10,2012,5984
141876,10,2012,4488
141878,10,2012,1496
141880,10,2012,1496
141882,10,2012,3740
141884,10,2012,2992
141886,10,2012,2244
141888,10,2012,4488
141890,10,2012,3740
141892,10,2012,3740
141894,10,2012,2244
141904,10,2012,6732
141996,10,2012,3740
141998,10,2012,5236
142020,10,2012,2992
142022,10,2012,2992
142024,10,2012,2244
142026,10,2012,2992
142028,10,2012,6732
142030,10,2012,748
142032,10,2012,3740
142034,10,2012,2992
142038,10,2012,5236
142044,10,2012,4488
142046,10,2012,2992
142048,10,2012,1496
142050,10,2012,5984
142052,10,2012,1496
142056,10,2012,1496
142058,10,2012,3740
142060,10,2012,1496
142062,10,2012,2244
142064,10,2012,4488
142066,10,2012,2992
142068,10,2012,748
142070,10,2012,5236
142072,10,2012,5236
142074,10,2012,1496
142076,10,2012,5236
142080,10,2012,2992
142082,10,2012,0
142084,10,2012,2244
142086,10,2012,1496
142088,10,2012,2992
142090,10,2012,5236
142092,10,2012,5236
142094,10,2012,4488
142096,10,2012,2244
142098,10,2012,2992
142100,10,2012,8228
142102,10,2012,1496
142106,10,2012,2244
142108,10,2012,9724
142110,10,2012,3740
142112,10,2012,2244
142114,10,2012,748
142116,10,2012,2244
142118,10,2012,7480
142120,10,2012,1496
142122,10,2012,4488
142124,10,2012,9724
142126,10,2012,2992
142128,10,2012,1496
142204,10,2012,2992
142206,10,2012,5236
142208,10,2012,748
142210,10,2012,4488
142212,10,2012,5236
142214,10,2012,2992
142216,10,2012,2244
142218,10,2012,0
142220,10,2012,10472
142222,10,2012,1496
142224,10,2012,2244
142226,10,2012,1496
142228,10,2012,748
142230,10,2012,2244
142232,10,2012,2992
142234,10,2012,0
142236,10,2012,1496
142238,10,2012,1496
142240,10,2012,2244
142242,10,2012,1496
142244,10,2012,2244
142246,10,2012,2244
142248,10,2012,2992
142250,10,2012,3740
142252,10,2012,5984
142254,10,2012,1496
142262,10,2012,4488
142264,10,2012,748
142266,10,2012,1496
142268,10,2012,2992
142270,10,2012,4488
142272,10,2012,13464
142274,10,2012,3740
142276,10,2012,1496
142278,10,2012,2992
142280,10,2012,2244
142282,10,2012,1496
142286,10,2012,2244
142292,10,2012,748
142294,10,2012,1496
142296,10,2012,1496
142300,10,2012,2244
142302,10,2012,0
142304,10,2012,748
142306,10,2012,2992
142310,10,2012,1496
142312,10,2012,2244
142314,10,2012,1496
142318,10,2012,4488
142320,10,2012,748
142324,10,2012,6732
142326,10,2012,3740
142328,10,2012,2244
142332,10,2012,748
142450,10,2012,5236
142602,10,2012,2992
142614,10,2012,9724
142632,10,2012,5984
142634,10,2012,2992
142646,10,2012,10472
142648,10,2012,3740
142650,10,2012,4488
142652,10,2012,2992
142654,10,2012,5236
142656,10,2012,5236
142658,10,2012,4488
142660,10,2012,5236
142662,10,2012,3740
142664,10,2012,2992
142666,10,2012,4488
142668,10,2012,4488
142670,10,2012,5236
142672,10,2012,4488
142674,10,2012,5984
142676,10,2012,4488
142678,10,2012,4488
142680,10,2012,3740
142682,10,2012,11968
142684,10,2012,2244
142686,10,2012,4488
142688,10,2012,2244
142690,10,2012,3740
142692,10,2012,2992
142694,10,2012,3740
142696,10,2012,3740
142700,10,2012,5236
142702,10,2012,6732
142704,10,2012,4488
142706,10,2012,2992
142708,10,2012,4488
142710,10,2012,2992
142712,10,2012,3740
142714,10,2012,5984
142716,10,2012,3740
142718,10,2012,2244
142720,10,2012,3740
142722,10,2012,2244
142724,10,2012,4488
142726,10,2012,5236
142728,10,2012,2992
142730,10,2012,2992
142732,10,2012,5236
142734,10,2012,4488
142736,10,2012,4488
142738,10,2012,4488
142740,10,2012,3740
142742,10,2012,5984
142744,10,2012,5236
142746,10,2012,4488
142748,10,2012,4488
142750,10,2012,5236
142752,10,2012,8976
142754,10,2012,5236
142756,10,2012,2992
142758,10,2012,3740
142760,10,2012,4488
142804,10,2012,2992
142806,10,2012,4488
142808,10,2012,4488
142810,10,2012,5236
142814,10,2012,23936
142818,10,2012,8228
142828,10,2012,3740
142830,10,2012,8976
142832,10,2012,2992
142840,10,2012,0
142854,10,2012,14212
142856,10,2012,748
142858,10,2012,14212
142860,10,2012,2992
142862,10,2012,0
142864,10,2012,3740
142870,10,2012,7480
142872,10,2012,748
142874,10,2012,4488
142876,10,2012,748
142880,10,2012,5236
142882,10,2012,0
142884,10,2012,0
142886,10,2012,5984
142888,10,2012,4488
142890,10,2012,4488
142892,10,2012,2244
142894,10,2012,6732
142896,10,2012,4488
142898,10,2012,4488
142900,10,2012,7480
142906,10,2012,9724
142908,10,2012,2992
142910,10,2012,5236
142912,10,2012,1496
142914,10,2012,2244
142916,10,2012,45628
142918,10,2012,2244
142920,10,2012,5236
142922,10,2012,2992
142924,10,2012,10472
142926,10,2012,2992
142928,10,2012,3740
142930,10,2012,2992
142932,10,2012,2244
142934,10,2012,1496
142936,10,2012,2992
142938,10,2012,8976
142940,10,2012,2244
142944,10,2012,3740
142948,10,2012,2244
143026,10,2012,2992
143028,10,2012,2244
143030,10,2012,2992
143032,10,2012,12716
143034,10,2012,5984
143036,10,2012,9724
143040,10,2012,16456
143044,10,2012,2992
143070,10,2012,2244
143084,10,2012,12716
143086,10,2012,5984
143098,10,2012,4488
143150,10,2012,0
143190,10,2012,0
143192,10,2012,0
143194,10,2012,0
143196,10,2012,5984
143198,10,2012,2992
143200,10,2012,1496
143202,10,2012,2244
143204,10,2012,2244
143206,10,2012,3740
143212,10,2012,10472
143216,10,2012,2244
143238,10,2012,2992
143240,10,2012,3740
143242,10,2012,3740
143248,10,2012,4488
143250,10,2012,3740
143256,10,2012,748
143258,10,2012,748
143260,10,2012,748
143262,10,2012,748
143264,10,2012,1496
143266,10,2012,2244
143268,10,2012,1496
143304,10,2012,14960
143318,10,2012,5984
143320,10,2012,4488
143322,10,2012,2244
143324,10,2012,3740
143326,10,2012,4488
143328,10,2012,3740
143330,10,2012,6732
143332,10,2012,3740
143554,10,2012,4488
143782,10,2012,4488
143786,10,2012,8976
143788,10,2012,748
143790,10,2012,748
143792,10,2012,1496
143794,10,2012,1496
143796,10,2012,4488
143798,10,2012,5236
143800,10,2012,8976
143814,10,2012,2244
143862,10,2012,2992
143992,10,2012,1496
143994,10,2012,2244
143996,10,2012,1496
143998,10,2012,1496
144000,10,2012,2244
144002,10,2012,748
144004,10,2012,1496
144006,10,2012,1496
144012,10,2012,4488
144014,10,2012,2244
144016,10,2012,1496
144018,10,2012,2244
144020,10,2012,1496
144022,10,2012,1496
144024,10,2012,748
144026,10,2012,1496
144154,10,2012,5984
144156,10,2012,4488
144158,10,2012,4488
144160,10,2012,4488
144162,10,2012,2992
144164,10,2012,3740
144166,10,2012,3740
144168,10,2012,3740
144170,10,2012,2992
144172,10,2012,4488
144174,10,2012,4488
144176,10,2012,5236
144178,10,2012,1496
144180,10,2012,2992
144182,10,2012,2992
144184,10,2012,4488
144186,10,2012,4488
144188,10,2012,2992
144190,10,2012,2244
144192,10,2012,2992
144194,10,2012,3740
144196,10,2012,4488
144198,10,2012,3740
144200,10,2012,5236
144202,10,2012,4488
144204,10,2012,6732
144206,10,2012,2244
144208,10,2012,3740
144210,10,2012,3740
144212,10,2012,3740
144214,10,2012,2992
144216,10,2012,2992
144218,10,2012,2992
144220,10,2012,5236
144222,10,2012,1496
144224,10,2012,2992
144230,10,2012,8228
144234,10,2012,1496
144236,10,2012,6732
144238,10,2012,2244
144240,10,2012,2244
144250,10,2012,2244
144252,10,2012,2992
144254,10,2012,2244
144256,10,2012,2244
144290,10,2012,5984
144292,10,2012,4488
144298,10,2012,4488
144300,10,2012,5236
144302,10,2012,6732
144308,10,2012,2992
144318,10,2012,5236
144320,10,2012,1496
144322,10,2012,3740
144324,10,2012,2244
144326,10,2012,2992
144346,10,2012,6732
144348,10,2012,3740
144350,10,2012,4488
144352,10,2012,1496
144354,10,2012,5984
144356,10,2012,2992
144358,10,2012,0
144360,10,2012,2244
144362,10,2012,1496
144364,10,2012,3740
144376,10,2012,2244
144378,10,2012,2244
144794,10,2012,748
144796,10,2012,5236
144798,10,2012,2244
144800,10,2012,1496
144802,10,2012,5236
144804,10,2012,1496
144808,10,2012,4488
144810,10,2012,3740
144814,10,2012,13464
144816,10,2012,0
144818,10,2012,0
144820,10,2012,3740
144822,10,2012,5236
144824,10,2012,12716
144828,10,2012,3740
144832,10,2012,748
144836,10,2012,0
144838,10,2012,2992
144840,10,2012,16456
144846,10,2012,13464
144850,10,2012,12716
144854,10,2012,14212
144856,10,2012,2244
144858,10,2012,4488
144862,10,2012,0
144864,10,2012,2992
144868,10,2012,4488
144872,10,2012,3740
144876,10,2012,4488
144878,10,2012,5236
144880,10,2012,748
144882,10,2012,3740
144884,10,2012,7480
144886,10,2012,2992
144888,10,2012,4488
144890,10,2012,2244
144892,10,2012,5236
144896,10,2012,2244
144900,10,2012,5236
144902,10,2012,1496
144904,10,2012,3740
144906,10,2012,2244
144910,10,2012,3740
144912,10,2012,4488
144914,10,2012,2992
144916,10,2012,5984
144918,10,2012,2244
144920,10,2012,0
144922,10,2012,18700
144924,10,2012,0
144926,10,2012,5236
144930,10,2012,2992
144932,10,2012,0
144934,10,2012,2992
144936,10,2012,4488
144938,10,2012,4488
144942,10,2012,4488
144944,10,2012,2992
144946,10,2012,0
144950,10,2012,4488
144954,10,2012,6732
144956,10,2012,3740
144960,10,2012,0
144962,10,2012,8976
144964,10,2012,5984
144966,10,2012,5236
144968,10,2012,2244
144970,10,2012,20944
144972,10,2012,5236
144974,10,2012,2992
144976,10,2012,0
144978,10,2012,2244
144980,10,2012,5236
144982,10,2012,6732
144986,10,2012,2244
144988,10,2012,15708
144996,10,2012,3740
144998,10,2012,3740
145000,10,2012,2992
145002,10,2012,3740
145004,10,2012,4488
145006,10,2012,2244
145008,10,2012,1496
145010,10,2012,5984
145014,10,2012,0
145016,10,2012,2244
145018,10,2012,3740
145020,10,2012,0
145022,10,2012,0
145026,10,2012,9724
145028,10,2012,0
145030,10,2012,0
145032,10,2012,3740
145034,10,2012,2992
145038,10,2012,3740
145040,10,2012,3740
145044,10,2012,5236
145052,10,2012,0
145056,10,2012,748
145058,10,2012,3740
145060,10,2012,4488
145068,10,2012,13464
145072,10,2012,2992
145074,10,2012,1496
145076,10,2012,5236
145080,10,2012,3740
145084,10,2012,5984
145088,10,2012,2992
145090,10,2012,1496
145094,10,2012,4488
145096,10,2012,1496
145100,10,2012,3740
145102,10,2012,5236
145104,10,2012,4488
145106,10,2012,2244
145108,10,2012,2244
145110,10,2012,5984
145112,10,2012,1496
145114,10,2012,2992
145116,10,2012,3740
145118,10,2012,11220
145120,10,2012,2244
145122,10,2012,3740
145124,10,2012,748
145128,10,2012,3740
145136,10,2012,11220
145138,10,2012,0
145140,10,2012,1496
145142,10,2012,8228
145144,10,2012,2244
145146,10,2012,3740
145148,10,2012,5984
145152,10,2012,4488
145154,10,2012,2992
145156,10,2012,2244
145158,10,2012,2992
145160,10,2012,2992
145162,10,2012,5236
145164,10,2012,1496
145166,10,2012,1496
145168,10,2012,1496
145170,10,2012,5236
145172,10,2012,4488
145174,10,2012,1496
145176,10,2012,2244
145178,10,2012,3740
145180,10,2012,2992
145182,10,2012,4488
145184,10,2012,0
145186,10,2012,2244
145188,10,2012,2244
145190,10,2012,748
145192,10,2012,5984
145194,10,2012,3740
145196,10,2012,11220
145198,10,2012,748
145200,10,2012,3740
145202,10,2012,22440
145204,10,2012,5984
145206,10,2012,1496
145208,10,2012,3740
145210,10,2012,0
145216,10,2012,0
145218,10,2012,2244
145220,10,2012,2244
145222,10,2012,3740
145242,10,2012,4488
145372,10,2012,4488
145376,10,2012,1496
145378,10,2012,2244
145380,10,2012,2992
145382,10,2012,2244
145394,10,2012,2992
145396,10,2012,2992
145398,10,2012,2992
145400,10,2012,3740
145408,10,2012,4488
145410,10,2012,2992
145412,10,2012,3740
145414,10,2012,5236
145454,10,2012,2992
145456,10,2012,2992
145458,10,2012,4488
145460,10,2012,5984
145462,10,2012,3740
145464,10,2012,2244
145466,10,2012,4488
145468,10,2012,5984
145470,10,2012,3740
145472,10,2012,2992
145474,10,2012,5984
145476,10,2012,3740
145478,10,2012,3740
145480,10,2012,3740
145482,10,2012,7480
145484,10,2012,4488
145486,10,2012,1496
145488,10,2012,4488
145494,10,2012,2992
145496,10,2012,3740
145498,10,2012,2244
145500,10,2012,3740
145504,10,2012,2992
145506,10,2012,5984
145508,10,2012,4488
145510,10,2012,3740
145512,10,2012,3740
145514,10,2012,2992
145558,10,2012,5236
145560,10,2012,3740
145562,10,2012,5236
145564,10,2012,3740
145566,10,2012,5236
145568,10,2012,5236
145570,10,2012,6732
145572,10,2012,1496
145574,10,2012,5236
145576,10,2012,4488
145578,10,2012,2244
145580,10,2012,4488
145582,10,2012,748
145584,10,2012,2244
145590,10,2012,2244
145592,10,2012,2992
145594,10,2012,3740
145596,10,2012,748
145598,10,2012,2244
145600,10,2012,11968
145602,10,2012,0
145604,10,2012,3740
145608,10,2012,4488
145610,10,2012,7480
145612,10,2012,9724
145614,10,2012,748
145616,10,2012,18700
145618,10,2012,8228
145620,10,2012,6732
145622,10,2012,2992
145624,10,2012,5984
145626,10,2012,5984
145628,10,2012,4488
145630,10,2012,8228
145632,10,2012,10472
145634,10,2012,3740
145636,10,2012,4488
145638,10,2012,13464
145640,10,2012,4488
145642,10,2012,3740
145644,10,2012,2992
145646,10,2012,3740
145648,10,2012,5236
145650,10,2012,2244
145652,10,2012,13464
145654,10,2012,4488
145656,10,2012,29920
145658,10,2012,3740
145662,10,2012,8228
145664,10,2012,3740
145666,10,2012,5236
145668,10,2012,5236
145670,10,2012,4488
145672,10,2012,11968
145674,10,2012,22440
145676,10,2012,2992
145678,10,2012,7480
145680,10,2012,2992
145682,10,2012,24684
145684,10,2012,2992
145686,10,2012,12716
145688,10,2012,2244
145690,10,2012,0
145692,10,2012,4488
145694,10,2012,7480
145696,10,2012,5984
145698,10,2012,8976
145700,10,2012,11220
145702,10,2012,2244
145704,10,2012,5984
145706,10,2012,3740
145850,10,2012,3740
145852,10,2012,2992
145854,10,2012,2244
145856,10,2012,2244
145858,10,2012,748
145902,10,2012,5236
145908,10,2012,2244
145910,10,2012,1496
145912,10,2012,1496
145914,10,2012,2244
145916,10,2012,1496
145930,10,2012,9724
145932,10,2012,11220
145934,10,2012,5984
145936,10,2012,5236
145940,10,2012,16456
145942,10,2012,748
145962,10,2012,7480
145966,10,2012,7480
145974,10,2012,2244
145976,10,2012,5984
145984,10,2012,48620
145988,10,2012,4488
145992,10,2012,2244
145996,10,2012,2992
146000,10,2012,2992
146004,10,2012,3740
146008,10,2012,3740
146010,10,2012,2244
146014,10,2012,5984
146018,10,2012,5236
146020,10,2012,4488
146022,10,2012,3740
146024,10,2012,2244
146026,10,2012,2992
146028,10,2012,4488
146030,10,2012,748
146032,10,2012,2244
146034,10,2012,1496
146036,10,2012,6732
146038,10,2012,1496
146042,10,2012,2244
146044,10,2012,2244
146048,10,2012,1496
146050,10,2012,0
146052,10,2012,0
146054,10,2012,0
146056,10,2012,0
146058,10,2012,0
146060,10,2012,1496
146064,10,2012,2992
146068,10,2012,1496
146072,10,2012,3740
146076,10,2012,3740
146080,10,2012,0
146084,10,2012,5984
146088,10,2012,5236
146090,10,2012,2992
146094,10,2012,5984
146098,10,2012,3740
146102,10,2012,2992
146104,10,2012,4488
146108,10,2012,3740
146112,10,2012,7480
146218,10,2012,1496
146220,10,2012,3740
146222,10,2012,2244
146224,10,2012,0
146226,10,2012,1496
146228,10,2012,748
146230,10,2012,748
146232,10,2012,1496
146234,10,2012,748
146236,10,2012,1496
146240,10,2012,2992
146242,10,2012,1496
146244,10,2012,2244
146246,10,2012,2992
146248,10,2012,2244
146250,10,2012,1496
146254,10,2012,748
146256,10,2012,748
146258,10,2012,748
146260,10,2012,748
146262,10,2012,1496
146264,10,2012,2244
146266,10,2012,1496
146268,10,2012,748
146272,10,2012,2244
146274,10,2012,3740
146276,10,2012,1496
146278,10,2012,2244
146280,10,2012,2244
146282,10,2012,2244
146284,10,2012,2992
146286,10,2012,748
146290,10,2012,2992
146292,10,2012,748
146294,10,2012,748
146296,10,2012,2244
146298,10,2012,748
146300,10,2012,748
146308,10,2012,2992
146310,10,2012,2244
146312,10,2012,2992
146314,10,2012,1496
146316,10,2012,2992
146318,10,2012,2244
146374,10,2012,2992
146376,10,2012,3740
146378,10,2012,2992
146380,10,2012,2992
146382,10,2012,2992
146384,10,2012,2244
146386,10,2012,2244
146388,10,2012,1496
146390,10,2012,2244
146392,10,2012,1496
146394,10,2012,5984
146396,10,2012,5236
146398,10,2012,1496
146400,10,2012,748
146402,10,2012,748
146404,10,2012,748
146406,10,2012,2244
146408,10,2012,748
146410,10,2012,0
146412,10,2012,1496
146414,10,2012,1496
146416,10,2012,748
146418,10,2012,748
146420,10,2012,2244
146422,10,2012,2992
146424,10,2012,3740
146426,10,2012,1496
146428,10,2012,3740
146430,10,2012,1496
146432,10,2012,1496
146434,10,2012,748
146436,10,2012,1496
146438,10,2012,2244
146440,10,2012,5236
146442,10,2012,2992
146444,10,2012,1496
146446,10,2012,2244
146448,10,2012,1496
146450,10,2012,1496
146452,10,2012,1496
146454,10,2012,2244
146456,10,2012,2244
146458,10,2012,2244
146460,10,2012,4488
146462,10,2012,748
146464,10,2012,1496
146466,10,2012,1496
146468,10,2012,2992
146470,10,2012,748
146472,10,2012,1496
146474,10,2012,748
146476,10,2012,3740
146478,10,2012,1496
146480,10,2012,1496
146482,10,2012,3740
146484,10,2012,1496
146486,10,2012,748
146488,10,2012,1496
146490,10,2012,2244
146492,10,2012,1496
146494,10,2012,1496
146496,10,2012,1496
146498,10,2012,2244
146500,10,2012,2992
146502,10,2012,1496
146504,10,2012,1496
146506,10,2012,2244
146508,10,2012,748
146510,10,2012,1496
146512,10,2012,2244
146514,10,2012,2992
146516,10,2012,1496
146518,10,2012,2244
146520,10,2012,2244
146522,10,2012,1496
146524,10,2012,748
146526,10,2012,2244
146528,10,2012,1496
146530,10,2012,1496
146532,10,2012,1496
146534,10,2012,2244
