Location ID,10/12 Usage,11/12 Usage,12/12 Usage,1/13 Usage,2/13 Usage,3/13 Usage,4/13 Usage,5/13 Usage,6/13 Usage,7/13 Usage,8/13 Usage,9/13 Usage,Service Address
344,4,6,6,5,7,5,5,5,6,4,5,5,114 W ASH ST
346,1,0,1,2,1,2,1,1,1,2,7,5,120 W ASH ST APT
348,3,3,4,5,8,6,16,13,11,10,5,4,120 W ASH ST APT
350,2,3,3,2,1,2,3,2,3,2,2,2,120 W ASH ST APT 3
352,1,2,3,2,10,5,1,4,4,2,2,0,120 W ASH ST APT
354,2,4,3,3,2,3,3,3,3,2,3,3,202 W ASH ST APT 106
356,0,1,0,0,0,0,0,0,3,0,0,3,202 W ASH ST APT
358,5,3,3,4,0,3,2,3,3,2,2,3,202 W ASH ST APT 105
360,4,4,4,6,2,2,8,8,6,4,5,0,202 W ASH ST APT 7
362,7,10,6,7,5,5,8,8,8,7,5,10,202 W ASH ST APT 5
364,2,4,2,2,3,3,3,7,3,8,4,0,202 W ASH ST APT
366,3,5,3,3,3,4,3,3,4,3,4,3,202 W ASH ST APT 102
368,4,5,2,3,6,4,3,4,4,4,6,0,202 W ASH ST APT 104
370,4,6,7,9,2,7,8,8,9,6,6,5,202 W ASH ST APT 3
372,1,4,4,5,6,5,5,4,5,4,3,3,202 W ASH ST APT
374,4,2,2,2,6,0,0,0,1,0,0,0,202 W ASH ST APT 4
378,0,0,1,2,9,6,0,3,7,6,7,10,206 W ASH ST 
380,8,6,7,9,8,8,7,9,16,1,10,5,210 W ASH ST
382,5,6,4,6,0,4,3,4,4,4,4,6,122 MCBAINE AVE
384,1,1,5,2,2,2,2,1,1,1,1,2,120 MCBAINE AVE 
386,2,2,2,3,2,4,65,25,6,6,6,7,118 MCBAINE AVE 
388,2,3,3,2,2,3,2,2,3,2,2,4,116 MCBAINE AVE 
390,4,3,3,6,4,4,6,4,4,3,4,3,114 MCBAINE AVE
392,3,4,2,3,0,2,3,4,2,3,2,2,112 MCBAINE AVE
396,0,1,1,1,1,1,1,0,3,11,14,8,108 MCBAINE AVE 
398,4,4,3,2,1,3,0,0,0,0,4,11,106 MCBAINE AVE 
400,7,8,10,8,12,9,8,9,10,8,9,10,104 MCBAINE AVE 
426,8,8,7,4,8,4,4,3,4,4,2,4,202 W ASH ST APT 101
428,0,6,4,5,6,6,3,4,6,4,2,3,202 W ASH ST APT
430,2,3,2,2,3,2,3,2,1,2,2,3,20 MCBAINE AVE 
432,5,5,5,5,4,8,1,4,4,3,3,4,18 MCBAINE AVE 
434,2,1,3,1,3,1,2,2,2,2,2,2,16 MCBAINE AVE
436,2,2,4,4,4,4,1,3,3,2,3,3,14 MCBAINE AVE
438,4,6,4,4,5,5,4,4,5,5,19,15,12 MCBAINE AVE 
440,0,4,4,3,3,3,6,3,3,3,3,4,10 MCBAINE AVE
442,3,4,4,2,8,2,1,2,3,30,4,8,8 MCBAINE AVE
444,6,8,6,6,6,5,9,8,8,5,8,8,6 MCBAINE AVE
446,0,0,0,0,1,0,0,1,9,5,9,10,221 W BROADWAY
448,6,2,3,2,1,0,0,0,10,6,8,7,219 W BROADWAY 
616,4,4,4,5,1,4,2,3,4,3,20,6,3 MCBAINE AVE 
618,3,3,4,3,4,3,3,4,3,3,4,4,5 MCBAINE AVE
620,7,8,7,7,12,9,4,7,7,6,8,10,7 MCBAINE AVE
622,4,5,2,4,1,3,5,3,6,3,1,0,9 MCBAINE AVE
626,4,4,5,5,5,5,3,5,5,4,4,5,15 MCBAINE AVE
628,0,0,30,13,1,4,3,4,4,4,3,3,101 MCBAINE AVE 
630,5,6,6,6,5,3,6,5,6,5,4,7,103 MCBAINE AVE
632,4,3,4,3,6,5,4,2,4,3,4,4,105 MCBAINE AVE 
634,3,3,2,3,2,2,3,3,2,2,3,6,107 MCBAINE AVE
636,2,4,4,3,4,4,1,3,2,4,3,3,109 MCBAINE AVE
638,1,1,1,1,1,1,0,1,1,1,1,1,111 MCBAINE AVE 
640,9,25,36,18,64,31,54,48,60,0,7,6,115 MCBAINE AVE
642,4,4,4,8,1,4,4,4,3,3,3,5,121 MCBAINE AVE
646,1,1,2,2,2,1,3,1,2,2,0,3,116 ALDEAH AVE
648,1,2,2,1,2,1,1,2,2,1,2,3,114 ALDEAH AVE 
650,2,2,2,1,2,2,1,2,3,2,2,3,112 ALDEAH AVE
652,3,3,4,3,3,3,3,3,3,3,5,3,110 ALDEAH AVE 
654,2,1,2,2,0,1,2,1,1,2,1,2,108 ALDEAH AVE 
656,7,8,7,7,6,7,5,8,8,8,8,10,106 ALDEAH AVE 
658,3,4,5,4,3,4,5,5,5,5,5,4,104 ALDEAH AVE 
660,2,2,3,4,1,3,1,4,5,2,5,5,102 ALDEAH AVE
662,1,3,3,3,3,4,2,3,3,3,5,8,100 ALDEAH AVE
664,2,2,3,3,3,3,2,3,6,7,4,5,24 ALDEAH AVE
666,3,3,2,2,4,3,2,4,7,3,10,9,22 ALDEAH AVE 
668,4,5,4,4,3,3,1,1,1,2,2,7,20 ALDEAH AVE 
670,2,2,2,3,0,2,1,2,2,2,6,3,18 ALDEAH AVE
672,15,3,4,3,4,3,3,4,5,3,3,4,14 ALDEAH AVE 
674,9,4,5,5,4,5,4,4,5,4,5,8,12 ALDEAH AVE
676,4,13,8,6,7,9,3,5,6,5,6,7,10 ALDEAH AVE
678,4,6,4,4,14,8,1,6,4,4,5,5,8 ALDEAH AVE
680,0,0,0,0,0,0,0,0,0,0,0,0,4 ALDEAH AVE 
682,6,5,6,4,8,6,3,5,7,6,10,7,311 W BROADWAY
702,5,8,9,8,6,8,4,8,9,9,10,10,101 ALDEAH AVE 
704,2,4,5,3,1,1,1,5,6,8,8,7,103 ALDEAH AVE
706,2,2,4,3,1,2,4,2,5,0,0,2,105 ALDEAH AVE 
708,1,2,2,1,0,1,2,1,2,1,4,4,107 ALDEAH AVE 
710,13,10,3,4,6,6,1,4,5,4,4,4,109 ALDEAH AVE
712,3,4,4,3,3,2,4,2,4,4,4,4,111 ALDEAH AVE
714,3,3,4,4,2,2,4,3,5,4,6,5,113 ALDEAH AVE
716,5,8,7,5,6,4,5,5,8,8,8,7,115 ALDEAH AVE 
718,3,4,4,3,7,5,1,5,4,1,4,4,117 ALDEAH AVE
720,1,2,2,2,1,3,0,2,2,2,2,4,119 ALDEAH AVE 
722,1,1,2,1,2,1,3,2,3,3,2,3,121 ALDEAH AVE 
724,2,2,2,1,3,2,2,2,2,2,1,6,408 W ASH ST 
726,2,3,5,4,4,4,2,4,1,4,5,5,410 W ASH ST 
728,8,5,4,4,6,4,4,5,3,4,4,0,412 W ASH ST 
730,0,0,0,0,0,0,30,5,1,4,9,24,414 W ASH ST
732,7,10,7,6,6,6,4,5,9,14,20,10,500 W ASH ST
734,0,4,7,5,2,3,3,3,3,2,3,0,502 W ASH ST
736,2,3,3,3,3,3,2,3,6,4,2,4,118 BICKNELL ST 
738,10,6,6,7,3,7,2,6,8,6,10,8,116 BICKNELL ST
740,1,3,2,3,3,4,0,0,0,0,3,3,112 BICKNELL ST 
742,0,0,0,0,0,0,1,0,0,0,0,0,110 BICKNELL ST
744,1,3,2,3,2,2,2,5,3,3,4,4,108 BICKNELL ST 
746,3,4,5,3,3,6,1,5,3,4,3,2,106 BICKNELL ST 
748,12,14,14,15,14,14,12,13,17,15,15,15,104 BICKNELL ST
750,3,4,5,4,5,5,4,2,5,4,4,5,102 BICKNELL ST 
752,4,4,4,3,4,5,3,4,4,5,4,4,419 W WALNUT ST 
754,0,1,1,1,0,1,0,1,1,0,1,1,417 W WALNUT ST 
756,6,6,7,7,8,7,0,11,8,5,8,13,415 W WALNUT ST 
758,3,4,5,4,4,4,4,4,4,2,3,5,413 W WALNUT ST
760,5,6,7,6,6,6,5,5,7,5,7,10,411 W WALNUT ST
762,4,4,4,4,7,5,4,5,5,4,7,6,409 W WALNUT ST
764,3,3,2,2,3,2,3,3,3,2,4,2,7 ALDEAH AVE
766,2,3,4,4,4,4,1,4,4,4,1,4,11 ALDEAH AVE
768,2,2,2,2,2,3,2,2,4,3,5,3,13 ALDEAH AVE
770,5,4,6,4,8,7,5,5,7,5,8,4,15 ALDEAH AVE
772,1,2,2,2,7,4,1,4,2,0,0,0,17 ALDEAH AVE
774,2,4,2,3,1,2,3,3,4,3,4,3,19 ALDEAH AVE
776,2,3,3,1,1,2,2,2,2,2,3,2,21 ALDEAH AVE 
778,4,3,5,5,4,3,3,3,4,5,4,5,406 W WALNUT ST
780,6,6,2,1,2,3,2,2,3,3,14,12,410 W WALNUT ST
782,5,6,6,6,5,6,3,4,4,5,6,1,412 W WALNUT ST
784,2,1,0,2,2,2,4,3,8,5,7,11,412 W WALNUT ST APT A
786,4,4,5,4,1,1,1,1,2,3,4,3,414 W WALNUT ST
788,0,2,2,2,1,2,1,3,1,2,1,2,416 W WALNUT ST
790,4,4,5,5,4,4,6,3,6,5,5,6,418 W WALNUT ST
792,4,2,3,3,2,3,2,3,2,1,2,2,500 W WALNUT ST 
802,3,3,4,4,4,4,2,3,4,3,3,6,103 BICKNELL ST 
804,6,6,8,7,7,7,8,8,10,7,5,4,105 BICKNELL ST
806,5,5,5,4,3,3,3,3,3,7,9,7,107 BICKNELL ST 
808,5,4,3,3,3,1,0,3,2,0,0,0,111 BICKNELL ST
810,6,5,6,6,4,5,6,6,6,6,7,7,113 BICKNELL ST 
812,3,5,4,3,2,3,4,3,4,1,3,5,115 BICKNELL ST 
814,4,4,5,4,5,3,5,5,4,4,4,5,117 BICKNELL ST
816,10,4,1,3,3,4,1,2,3,0,0,7,119 BICKNELL ST
818,5,4,4,4,2,3,0,3,3,2,3,3,600 W ASH ST 
820,3,7,0,0,1,3,1,2,3,2,3,5,116 N GLENWOOD AVE
822,3,3,2,2,1,1,3,5,7,2,14,30,114 N GLENWOOD AVE
824,2,1,2,2,0,2,0,1,2,1,1,2,112 N GLENWOOD AVE
826,2,2,2,2,2,2,3,2,2,2,3,2,110 N GLENWOOD AVE 
828,4,5,6,6,6,4,4,5,5,5,6,6,108 N GLENWOOD AVE 
830,0,0,1,0,0,1,0,0,2,2,1,1,106 N GLENWOOD AVE
832,2,1,2,2,1,1,2,2,2,2,5,5,104 N GLENWOOD AVE
834,4,4,6,7,7,5,5,5,7,7,11,10,102 N GLENWOOD AVE 
836,8,6,6,6,5,5,6,7,6,7,9,11,22 N GLENWOOD AVE
838,6,8,9,5,11,8,9,7,8,9,10,17,18 N GLENWOOD AVE
840,5,4,2,4,8,1,2,1,2,2,1,2,16 N GLENWOOD AVE 
842,3,2,1,1,3,3,4,3,3,4,3,5,14 N GLENWOOD AVE
844,6,9,10,13,8,10,11,10,10,8,11,12,12 N GLENWOOD AVE 
846,1,4,4,3,2,3,0,2,2,4,1,3,10 N GLENWOOD AVE
848,10,11,11,10,11,11,5,8,11,12,9,12,8 N GLENWOOD AVE 
850,1,21,2,4,1,1,1,2,3,2,3,2,615 W BROADWAY 
852,0,1,0,0,2,0,0,0,1,0,0,8,611 W BROADWAY 
856,10,9,6,9,9,10,12,13,10,10,12,24,607 W BROADWAY
858,0,1,0,2,4,3,0,8,7,6,8,8,605 W BROADWAY 
860,7,6,7,6,6,6,4,7,6,7,11,9,601 W BROADWAY
870,5,5,7,6,4,5,4,4,5,4,6,5,503 W BROADWAY
872,6,10,9,9,6,10,6,3,5,8,3,3,411 W BROADWAY APT 1
874,4,1,2,2,2,3,0,2,2,1,2,3,411 W BROADWAY APT
876,5,6,7,8,6,5,7,7,8,6,8,6,411 W BROADWAY APT
878,3,5,3,3,2,4,4,4,7,0,6,6,411 W BROADWAY APT
880,4,5,4,2,3,4,0,3,2,2,2,3,411 W BROADWAY APT
884,6,8,9,6,14,9,4,7,7,6,7,7,409 W BROADWAY APT L
886,10,15,7,8,8,7,11,13,12,8,8,14,403 W BROADWAY
890,4,4,6,5,2,3,8,5,5,4,2,5,401 W BROADWAY 
892,5,4,5,3,4,3,2,2,3,4,4,5,7 N GLENWOOD AVE
894,7,7,9,6,5,4,5,4,5,5,4,5,9 N GLENWOOD AVE 
896,1,0,0,2,3,3,1,4,2,6,6,1,11 N GLENWOOD AVE 
898,5,1,3,3,2,3,2,3,3,3,4,5,15 N GLENWOOD AVE 
900,9,10,11,11,6,7,9,12,16,13,15,17,17 N GLENWOOD AVE
902,2,3,3,3,1,3,0,5,4,1,2,2,19 N GLENWOOD AVE
904,6,5,5,4,6,5,3,5,5,4,5,7,21 N GLENWOOD AVE 
906,6,4,4,4,5,5,7,6,6,14,21,19,101 N GLENWOOD AVE
908,2,3,2,3,2,2,2,2,3,2,11,5,103 N GLENWOOD AVE
910,1,1,1,1,2,1,1,1,2,2,1,1,105 N GLENWOOD AVE
912,3,1,1,2,3,2,2,3,2,2,5,4,107 N GLENWOOD AVE 
914,3,4,4,4,7,6,1,5,7,5,5,6,109 N GLENWOOD AVE
916,0,1,0,0,0,0,0,0,4,7,6,7,113 N GLENWOOD AVE
918,2,2,3,3,1,2,2,2,3,1,2,2,115 N GLENWOOD AVE
920,5,7,6,4,9,5,6,8,7,4,5,7,117 N GLENWOOD AVE
922,4,4,5,5,4,4,3,4,4,3,4,5,119 N GLENWOOD AVE 
924,3,2,3,3,2,1,3,3,3,2,3,3,702 W ASH ST
926,3,5,4,4,3,3,3,4,5,4,9,4,124 MEADOW LN 
928,5,5,5,5,7,6,4,5,5,3,8,18,122 MEADOW LN
930,6,6,7,6,6,6,3,5,5,5,6,6,120 MEADOW LN 
932,4,4,5,5,4,4,4,4,5,5,6,5,118 MEADOW LN 
940,3,4,3,4,4,4,1,4,4,3,4,4,114 MEADOW LN 
942,4,3,4,3,4,3,2,4,3,4,5,5,112 MEADOW LN
944,9,8,8,6,9,6,9,6,7,5,6,7,110 MEADOW LN
946,1,2,3,3,3,3,3,4,5,3,4,3,107 MEADOW LN 
948,3,5,4,4,5,4,4,7,11,6,7,6,105 MEADOW LN 
950,5,5,6,6,7,4,6,6,7,3,2,2,109 MEADOW LN 
952,2,4,3,3,3,4,2,3,5,4,4,3,111 MEADOW LN 
954,5,5,7,6,6,6,5,6,8,7,9,9,115 MEADOW LN
956,8,2,7,5,3,3,5,4,6,5,5,5,117 MEADOW LN
958,3,3,4,4,0,2,4,3,3,2,4,4,119 MEADOW LN
960,16,23,14,4,5,4,3,3,5,7,5,12,121 MEADOW LN 
962,7,8,7,7,7,7,8,7,8,6,7,7,123 MEADOW LN
964,11,3,1,2,2,2,1,2,2,2,6,1,124 ANDERSON AVE 
966,12,9,9,8,17,11,2,8,7,8,16,19,118 ANDERSON AVE 
968,3,3,3,3,2,2,3,7,1,4,11,8,112 ANDERSON AVE 
970,0,1,0,1,6,5,1,4,4,4,4,4,110 ANDERSON AVE
972,22,14,3,3,3,3,4,4,5,6,18,23,106 ANDERSON AVE 
974,3,3,3,3,7,6,0,3,4,3,4,3,104 ANDERSON AVE 
976,15,17,15,14,20,11,20,16,16,14,20,16,102 ANDERSON AVE
978,1,1,1,1,1,1,1,1,2,2,5,4,22 ANDERSON AVE 
980,4,5,5,4,5,4,5,6,7,4,5,3,20 ANDERSON AVE
982,5,0,0,2,14,5,6,10,7,9,11,7,16 ANDERSON AVE
984,9,5,3,3,2,3,1,2,1,2,16,18,14 ANDERSON AVE
990,12,10,26,14,5,7,8,12,13,10,23,17,719 W BROADWAY
996,10,13,14,13,9,11,6,10,8,8,21,11,709 W BROADWAY
998,2,2,3,3,3,3,2,3,3,3,6,5,707 W BROADWAY 
1000,1,1,1,1,2,1,1,1,2,1,0,2,703 W BROADWAY 
1002,1,0,1,0,1,0,0,0,0,1,0,0,703 W BROADWAY APT A
1004,5,5,9,7,5,10,2,6,10,8,8,11,13 ANDERSON AVE
1006,6,7,9,9,5,6,7,6,8,7,10,11,15 ANDERSON AVE
1008,3,4,4,4,7,7,0,5,5,4,28,13,17 ANDERSON AVE 
1010,5,6,6,5,7,6,5,5,7,9,11,9,19 ANDERSON AVE
1016,2,4,3,3,3,3,2,3,2,4,5,4,25 ANDERSON AVE
1018,1,2,0,1,2,0,0,0,2,2,1,2,101 ANDERSON AVE
1020,2,2,3,3,2,2,3,2,3,3,6,8,103 ANDERSON AVE
1022,2,1,2,2,2,2,3,1,3,1,1,3,105 ANDERSON AVE 
1024,2,3,3,3,4,2,4,4,10,5,2,2,107 ANDERSON AVE 
1026,2,0,2,1,1,3,0,1,2,1,3,0,109 ANDERSON AVE 
1028,6,6,5,6,13,9,7,5,2,4,4,5,111 ANDERSON AVE
1030,5,16,3,4,3,4,0,2,2,2,1,3,113 ANDERSON AVE
1032,3,4,4,4,5,5,2,5,4,3,3,4,115 ANDERSON AVE
1034,5,5,5,5,4,5,3,5,6,9,9,8,117 ANDERSON AVE 
1036,8,7,5,6,6,7,5,4,6,3,11,6,119 ANDERSON AVE 
1038,10,9,8,6,4,5,1,4,3,4,7,6,121 ANDERSON AVE
1040,4,2,3,2,1,2,3,3,2,7,5,3,123 ANDERSON AVE 
1042,3,2,3,3,2,3,1,4,3,13,6,5,806 W ASH ST 
1044,4,5,6,5,5,5,7,6,6,6,6,5,122 N GREENWOOD AVE
1046,2,4,2,3,5,4,2,3,4,3,5,3,118 N GREENWOOD AVE
1048,9,11,11,10,10,10,13,10,12,9,18,8,114 N GREENWOOD AVE
1050,4,5,5,5,7,6,3,4,6,5,9,8,112 N GREENWOOD AVE
1052,5,4,4,3,5,4,4,5,4,5,3,5,110 N GREENWOOD AVE
1054,4,5,5,5,5,5,5,6,6,4,6,6,108 N GREENWOOD AVE
1056,4,6,10,5,0,4,6,1,3,7,11,13,106 N GREENWOOD AVE
1058,2,3,3,2,3,2,2,4,4,3,3,3,104 N GREENWOOD AVE 
1060,4,5,3,4,5,4,4,4,5,4,6,5,102 N GREENWOOD AVE
1062,4,2,3,3,3,4,2,4,4,5,6,12,22 N GREENWOOD AVE
1064,4,7,4,5,0,3,3,3,4,4,6,7,20 N GREENWOOD AVE
1066,2,2,3,3,3,2,2,1,2,1,1,1,18 N GREENWOOD AVE APT B
1068,5,4,4,4,8,3,2,3,3,3,4,6,18 N GREENWOOD AVE APT
1070,6,7,9,6,8,7,5,8,8,9,5,4,16 N GREENWOOD AVE
1078,6,8,8,6,10,7,9,9,9,10,10,17,12 N GREENWOOD AVE 
1080,7,11,11,9,9,9,7,10,11,11,12,8,811 W BROADWAY 
1084,5,6,5,6,7,6,4,7,3,5,5,6,809 W BROADWAY
1100,3,1,2,2,2,1,2,1,3,0,2,2,200 W BROADWAY
1102,4,7,5,7,3,8,11,8,5,4,23,17,202 W BROADWAY
1104,4,5,6,6,5,5,4,5,6,5,7,7,206 W BROADWAY
1106,12,8,5,5,7,6,7,5,6,10,11,8,6 EAST PARKWAY DR
1108,4,5,4,3,2,1,3,3,2,2,4,3,8 EAST PARKWAY DR
1110,17,18,5,6,4,5,2,5,5,11,20,33,10 EAST PARKWAY DR
1112,5,3,3,2,2,3,2,3,3,0,1,10,119 CRESTMERE AVE
1114,7,7,4,7,4,5,4,5,5,4,7,9,115 CRESTMERE AVE 
1120,11,7,7,7,9,7,6,6,11,5,5,9,106 CRESTMERE AVE
1122,2,2,2,3,1,3,0,3,3,2,6,0,108 CRESTMERE AVE
1124,10,7,7,7,9,8,7,6,7,8,11,11,110 CRESTMERE AVE
1126,4,6,4,5,6,5,3,5,5,5,4,8,112 CRESTMERE AVE 
1128,7,10,8,7,11,10,6,8,8,4,4,5,114 CRESTMERE AVE
1130,13,14,17,15,17,15,11,14,19,12,16,13,118 CRESTMERE AVE
1134,9,8,3,5,5,4,1,3,6,5,15,16,104 EAST PARKWAY DR
1136,9,5,2,3,3,3,1,2,3,2,17,11,106 EAST PARKWAY DR
1138,6,6,5,5,5,5,5,5,6,4,14,13,108 EAST PARKWAY DR
1140,10,4,7,7,6,6,4,6,7,11,9,8,110 EAST PARKWAY DR 
1142,14,9,7,7,3,3,9,6,14,17,14,15,112 EAST PARKWAY DR
1144,8,10,8,8,0,4,0,3,2,5,3,3,119 PARK HILL AVE
1146,3,5,4,4,3,4,4,2,4,3,5,4,117 PARK HILL AVE
1148,9,7,10,8,11,10,5,7,12,9,16,16,115 PARK HILL AVE
1150,4,6,6,7,6,6,4,5,5,4,5,5,113 PARK HILL AVE
1152,9,8,9,9,3,6,10,8,11,10,4,12,107 PARK HILL AVE 
1154,8,6,8,6,7,6,6,6,8,8,7,9,111 S GARTH AVE
1156,0,0,1,0,3,1,0,0,0,0,0,0,109 S GARTH AVE
1158,6,6,6,7,8,8,4,7,8,5,9,8,107 S GARTH AVE
1160,7,5,11,8,0,4,6,4,6,6,8,7,105 S GARTH AVE
1162,5,7,7,6,7,6,2,6,7,6,7,6,103 S GARTH AVE
1164,3,5,5,4,5,3,4,4,5,3,4,5,101 S GARTH AVE
1168,10,4,5,4,5,5,4,5,8,7,11,13,112 PARK HILL AVE
1170,10,9,10,10,10,7,7,8,14,9,30,12,116 PARK HILL AVE
1172,2,1,3,2,3,2,1,4,4,4,4,4,118 PARK HILL AVE
1174,9,8,7,5,9,7,2,7,7,4,16,12,200 EAST PARKWAY DR
1176,12,11,12,11,16,13,8,9,11,12,19,17,202 EAST PARKWAY DR
1178,3,3,4,5,4,4,2,4,4,4,5,5,204 EAST PARKWAY DR 
1180,4,6,6,13,13,10,10,16,16,11,15,12,212 EAST PARKWAY DR
1182,6,6,5,1,1,3,2,4,6,4,8,8,216 EAST PARKWAY DR
1188,6,12,10,9,11,10,10,5,7,4,9,16,222 EAST PARKWAY DR 
1190,1,2,3,5,1,2,1,2,5,2,2,4,224 EAST PARKWAY DR
1192,2,3,0,0,2,2,3,3,26,4,9,9,228 EAST PARKWAY DR
1194,5,4,4,5,2,5,2,4,4,6,16,17,230 EAST PARKWAY DR
1196,6,3,3,3,3,3,3,4,4,10,26,20,234 EAST PARKWAY DR
1198,7,7,7,4,7,4,5,4,8,6,6,6,209 S GARTH AVE
1200,3,4,5,3,3,2,4,3,3,2,2,2,205 S GARTH AVE
1202,4,6,6,5,8,5,4,5,7,4,1,6,203 S GARTH AVE
1204,2,12,3,7,0,2,2,3,2,3,1,3,201 S GARTH AVE 
1206,4,5,5,3,6,5,3,4,5,4,8,9,300 W BROADWAY
1208,4,5,6,3,10,6,7,8,10,10,9,11,302 W BROADWAY
1210,3,4,3,3,3,3,3,3,4,3,4,3,304 W BROADWAY
1212,9,11,3,4,2,3,2,3,2,3,6,5,306 W BROADWAY
1214,2,2,2,2,2,2,2,2,3,3,3,2,308 W BROADWAY
1216,4,3,2,2,3,2,1,2,3,2,7,4,6 EDGEWOOD AVE
1218,3,5,3,2,6,5,1,7,6,6,7,7,8 EDGEWOOD AVE 
1220,0,0,0,0,0,0,0,0,0,0,0,0,12 EDGEWOOD AVE
1222,2,2,1,1,2,1,1,1,2,2,1,1,100 EDGEWOOD AVE
1224,4,4,10,6,4,4,3,3,5,3,10,6,102 EDGEWOOD AVE
1226,5,6,4,5,2,4,3,4,4,4,14,13,104 EDGEWOOD AVE
1228,3,5,5,4,8,6,3,5,5,4,4,4,106 EDGEWOOD AVE
1230,4,5,4,4,4,4,4,5,5,6,5,6,108 EDGEWOOD AVE
1232,4,5,4,5,3,3,5,5,3,3,4,5,110 EDGEWOOD AVE
1234,7,8,7,12,3,13,0,7,9,6,11,9,109 WEST PARKWAY DR
1236,4,7,7,6,7,6,5,6,8,5,6,7,107 WEST PARKWAY DR
1238,10,5,6,5,1,2,2,3,4,5,9,12,105 WEST PARKWAY DR
1240,3,6,5,4,2,3,1,3,4,3,5,5,103 WEST PARKWAY DR
1242,0,0,2,1,2,0,0,0,13,6,10,11,101 WEST PARKWAY DR
1244,5,8,7,5,8,5,11,11,20,13,13,15,19 WEST PARKWAY DR
1246,4,6,8,7,4,6,4,6,8,6,7,6,17 WEST PARKWAY DR
1248,6,6,2,3,2,2,2,1,3,2,16,8,15 WEST PARKWAY DR
1250,5,3,4,5,4,3,3,5,5,5,14,12,311 WEST PARKWAY DR
1252,23,4,4,5,4,5,2,5,7,8,16,20,307 WEST PARKWAY DR
1254,13,11,5,3,3,3,2,7,7,6,35,26,305 WEST PARKWAY DR
1256,17,14,2,5,2,4,1,3,3,2,5,5,303 WEST PARKWAY DR
1258,4,6,6,6,4,5,5,4,7,5,7,6,301 WEST PARKWAY DR
1260,7,6,7,8,4,6,4,6,12,11,44,29,215 WEST PARKWAY DR
1262,4,5,4,5,4,5,2,4,4,4,7,5,209 WEST PARKWAY DR
1264,13,11,12,12,17,14,9,13,13,16,13,14,207 WEST PARKWAY DR
1266,6,10,17,10,3,5,6,6,7,8,14,20,203 WEST PARKWAY DR
1268,13,11,7,7,7,6,15,7,8,6,6,12,201 WEST PARKWAY DR
1270,5,7,8,8,7,7,6,7,7,6,7,7,200 EDGEWOOD AVE
1272,9,10,9,10,10,5,12,10,10,4,3,7,204 EDGEWOOD AVE
1274,0,5,5,5,1,3,4,2,3,3,7,8,206 EDGEWOOD AVE
1276,1,1,1,1,1,1,0,1,4,1,2,3,208 EDGEWOOD AVE 
1278,1,2,2,2,0,0,2,2,1,1,2,5,210 EDGEWOOD AVE
1280,4,5,5,5,1,3,2,2,4,7,14,15,300 EDGEWOOD AVE
1282,1,2,3,2,1,2,4,2,2,2,3,5,302 EDGEWOOD AVE
1284,1,0,0,1,1,3,3,5,3,2,6,13,306 EDGEWOOD AVE
1286,4,5,5,6,3,4,4,5,1,2,5,5,319 W STEWART RD
1288,2,3,3,3,5,5,2,2,3,2,2,3,317 W STEWART RD
1290,3,5,4,5,2,4,3,4,5,3,4,4,315 W STEWART RD
1298,13,3,4,3,5,3,2,4,3,3,4,4,404 W BROADWAY
1300,6,11,8,8,9,8,7,4,8,12,12,10,406 W BROADWAY
1302,9,5,5,3,2,3,3,0,6,10,17,14,408 W BROADWAY
1304,12,7,7,7,2,4,3,3,4,11,28,29,500 W BROADWAY
1306,3,5,5,3,7,1,1,4,5,3,11,23,504 W BROADWAY
1308,3,5,4,4,5,6,2,3,5,4,5,4,8 WESTWOOD AVE
1310,4,6,6,6,4,5,5,6,7,3,6,7,10 WESTWOOD AVE
1312,5,7,7,8,5,7,4,6,8,11,9,13,100 WESTWOOD AVE
1314,5,6,7,6,8,6,7,5,9,6,7,5,104 WESTWOOD AVE
1316,2,3,7,2,3,4,0,2,6,3,3,7,108 WESTWOOD AVE
1318,2,3,3,2,4,3,1,3,4,2,4,3,110 WESTWOOD AVE
1320,14,14,13,8,5,5,6,5,5,9,17,16,409 MAUPIN RD
1322,3,3,4,3,3,3,2,3,3,3,3,3,111 EDGEWOOD AVE
1324,4,6,4,5,5,5,5,4,6,4,6,4,107 EDGEWOOD AVE
1332,11,6,5,3,8,4,5,5,6,4,11,7,101 EDGEWOOD AVE
1334,1,0,0,0,0,1,0,4,5,1,5,6,11 EDGEWOOD AVE
1336,3,3,4,3,5,4,1,3,2,7,15,10,7 EDGEWOOD AVE
1338,7,2,5,6,4,4,5,7,6,4,12,10,305 EDGEWOOD AVE
1340,5,7,5,5,3,4,3,3,5,5,5,4,301 EDGEWOOD AVE
1342,9,10,9,9,8,8,5,11,9,9,12,14,211 EDGEWOOD AVE
1344,3,6,5,5,5,6,3,5,5,4,6,7,207 EDGEWOOD AVE
1346,8,10,8,8,9,9,8,9,11,10,3,6,205 EDGEWOOD AVE 
1348,3,3,4,4,5,4,3,4,4,3,10,10,203 EDGEWOOD AVE
1350,4,6,6,6,8,6,5,6,6,5,8,8,201 EDGEWOOD AVE
1352,2,2,2,3,2,3,1,2,2,3,3,4,406 MAUPIN RD
1354,5,5,6,5,8,7,3,6,5,4,5,6,408 MAUPIN RD
1356,6,3,5,5,6,5,3,5,6,4,4,5,202 WESTWOOD AVE
